Transaction_ID,Date,Customer_ID,Customer_Age,Gender,Region,Product_Category,Units_Sold,Marketing_Spend,Revenue,Discount_Percent,Customer_Satisfaction,Profit
TXN10559,2023-03-07,1162,28.0,Other,East,Electronics,15,2765.0,27916,24,5.0,18451.16
TXN10560,2024-06-16,1337,41.0,Male,East,Finance,6,4049.0,32020,3,2.0,27010.4
TXN10561,2023-09-16,1452,25.0,Other,,Finance,8,8422.0,5623,24,,-4148.52
TXN10562,2024-11-17,1137,30.0,Male,East,Retail,14,2154.0,3297,33,1.0,54.99
TXN10563,2024-05-06,1174,69.0,,North,Retail,19,2233.0,23629,34,1.0,13362.14
TXN10564,2023-03-19,1361,28.0,Male,North,Retail,9,3756.0,43100,33,3.0,25121.0
TXN10565,2025-02-15,1113,54.0,Male,South,Electronics,12,3271.0,33621,15,1.0,25306.85
TXN10566,2026-03-09,1142,67.0,,East,Retail,13,8713.0,44483,4,2.0,33990.68
TXN10567,2023-03-06,1332,53.0,Male,East,Electronics,18,204.0,39583,34,5.0,25920.78
TXN10568,2023-01-11,1128,64.0,Female,North,Finance,9,,34585,33,7.0,18420.95
TXN10569,2025-05-23,1314,26.0,Female,West,Healthcare,17,877.0,24530,11,3.0,20954.7
TXN10570,2024-09-24,1160,55.0,Male,West,Software,1,3990.0,24875,12,6.0,17900.0
TXN10571,2025-05-31,1102,36.0,Male,East,Retail,18,,24219,32,10.0,13834.92
TXN10572,2024-02-22,1010,25.0,Other,West,Healthcare,1,3127.0,22397,1,5.0,19046.03
TXN10573,2023-02-01,1166,34.0,male,West,Healthcare,4,,16033,32,5.0,8235.44
TXN10574,2025-06-26,1190,59.0,Female,East,Electronics,11,,36751,12,10.0,28248.88
TXN10575,2025-11-21,1421,61.0,Female,East,Software,13,7513.0,22406,15,10.0,11532.1
TXN10576,2025-09-23,1219,51.0,Other,West,Healthcare,6,8366.0,3176,38,7.0,-6396.88
TXN10577,2025-03-12,1374,53.0,Male,East,Electronics,11,2326.0,10515,5,1.0,7663.25
TXN10578,2023-09-23,1010,57.0,Female,South,Healthcare,11,7882.0,15250,19,5.0,4470.5
TXN10579,2025-01-03,1353,55.0,Male,North,Healthcare,12,781.0,34915,11,2.0,30293.35
TXN10580,2025-04-26,1091,52.0,Female,East,Healthcare,5,,35432,23,3.0,23898.64
TXN10581,2023-03-08,1205,36.0,Female,West,Electronics,3,6175.0,15630,11,8.0,7735.7
TXN10582,2023-07-23,1296,30.0,Other,West,Finance,5,2190.0,5237,32,,1371.16
TXN10583,2026-02-19,1393,52.0,Male,West,Software,18,4464.0,25366,33,3.0,12531.22
TXN10584,2024-04-27,1485,40.0,Male,West,Electronics,2,,15337,2,1.0,14784.26
TXN10585,2024-12-04,1281,26.0,Male,East,Finance,16,1565.0,5557,29,8.0,2380.47
TXN10586,2026-01-10,1286,19.0,Female,North,Finance,10,3623.0,6203,32,2.0,595.04
TXN10587,2023-05-14,1439,48.0,Female,North,Software,15,1457.0,9486,33,8.0,4898.62
TXN10588,2024-03-19,1316,64.0,Other,East,Software,11,4004.0,4439,8,7.0,79.88
TXN10589,2023-02-20,1115,48.0,Other,East,Electronics,5,720.0,13932,18,5.0,10704.24
TXN10590,2026-03-12,1149,23.0,,West,Electronics,5,345.0,44276,13,1.0,38175.12
TXN10591,2026-02-18,1350,47.0,Female,South,Electronics,15,9469.0,5044,0,5.0,-4425.0
TXN10592,2025-05-30,1282,63.0,male,East,Finance,7,436.0,10908,18,,8508.56
TXN10593,2025-02-12,1445,65.0,male,West,Finance,1,3408.0,11609,3,,7852.73
TXN10594,2025-05-31,1280,23.0,Female,North,Healthcare,5,2320.0,36568,5,,32419.6
TXN10595,2023-05-05,1171,47.0,,South,Electronics,2,6784.0,40668,6,1.0,31443.92
TXN10596,2023-05-05,1407,,Male,North,Finance,10,7971.0,31685,34,1.0,12941.1
TXN10597,2023-01-23,1464,69.0,Female,East,Retail,2,4081.0,48803,34,10.0,28128.98
TXN10598,2024-01-24,1261,45.0,Female,West,Finance,3,7856.0,42766,18,7.0,27212.12
TXN10599,2024-07-17,1430,54.0,Male,South,Electronics,15,9348.0,38786,7,2.0,26722.98
TXN10600,2025-06-25,1143,21.0,,North,Healthcare,12,4280.0,22169,2,1.0,17445.62
TXN10601,2025-11-06,1096,53.0,Male,South,Retail,12,9141.0,30974,36,5.0,10682.36
TXN10602,2024-04-25,1076,38.0,Male,South,Healthcare,10,2382.0,48462,38,2.0,27664.44
TXN10603,2024-09-19,1489,28.0,Female,East,Software,4,6617.0,47372,14,,34122.92
TXN10604,2024-10-21,1329,20.0,Male,North,Software,10,3059.0,24830,30,5.0,14322.0
TXN10605,2025-02-25,1020,42.0,Female,South,Electronics,1,8855.0,17065,27,4.0,3602.45
TXN10606,2025-07-29,1358,32.0,Other,North,Healthcare,14,4942.0,13295,4,9.0,7821.2
TXN10607,2024-12-23,1047,30.0,Other,East,Electronics,7,8146.0,24813,35,10.0,7982.45
TXN10608,2025-10-21,1440,60.0,Male,North,Finance,15,5869.0,12767,10,6.0,5621.3
TXN10609,2025-10-14,1257,,Male,East,Electronics,18,6594.0,24165,32,6.0,9838.2
TXN10610,2025-12-05,1188,,Male,West,Retail,17,231.0,1246,7,8.0,927.78
TXN10611,2023-10-05,1299,43.0,Female,East,Software,6,9421.0,43023,9,4.0,29729.93
TXN10612,2025-02-23,1138,20.0,Female,South,Electronics,4,3868.0,42617,31,9.0,25537.73
TXN10613,2023-06-24,1333,51.0,,West,Electronics,3,1947.0,18891,0,2.0,16944.0
TXN10614,2024-04-11,1184,59.0,Other,East,Retail,10,3344.0,1801,28,8.0,-2047.28
TXN10615,2025-10-04,1312,31.0,Male,West,Software,12,9951.0,44654,12,6.0,29344.52
TXN10616,2025-10-10,1065,56.0,Male,East,Software,1,3706.0,10926,16,7.0,5471.84
TXN10617,2024-08-24,1268,63.0,Other,North,Finance,2,9027.0,42779,19,10.0,25623.99
TXN10618,2024-08-23,1010,31.0,Female,East,Retail,17,,27769,35,9.0,9704.85
TXN10619,2024-07-05,1010,32.0,Other,North,Finance,9,5490.0,16876,21,1.0,7842.04
TXN10620,2025-09-01,1434,43.0,Male, north ,Software,1,6086.0,36586,11,4.0,26475.54
TXN10621,2025-11-29,1177,54.0,Other,West,Electronics,12,8548.0,18471,25,10.0,5305.25
TXN10622,2024-03-11,1499,27.0,Male,East,Healthcare,13,4394.0,14008,17,5.0,7232.64
TXN10623,2025-01-23,1202,59.0,Female,East,Retail,5,7953.0,6046,12,4.0,-2632.52
TXN10624,2025-02-09,1108,27.0,Male,East,Electronics,2,7623.0,36898,12,6.0,24847.24
TXN10625,2024-05-17,1487,27.0,Female,North,Retail,4,3781.0,46572,0,4.0,42791.0
TXN10626,2023-07-29,1169,23.0,Other,East,Software,10,9689.0,34871,23,3.0,17161.67
TXN10627,2024-11-27,1105,41.0,,East,Retail,17,3432.0,5914,31,9.0,648.66
TXN10628,2024-10-03,1067,40.0,Other,West,Software,10,6060.0,45563,9,9.0,35402.33
TXN10629,2024-05-09,1363,20.0,Female,East,Software,16,5533.0,20573,14,10.0,12159.78
TXN10630,2023-08-31,1073,37.0,Female,North,Finance,5,2978.0,48917,18,8.0,37133.94
TXN10631,2025-11-20,1308,23.0,Female,West,Software,7,3544.0,37636,21,10.0,26188.44
TXN10632,2023-11-26,1280,57.0,Other,North,Healthcare,15,6458.0,29783,22,,16772.74
TXN10633,2025-01-22,1037,27.0,Female,West,Electronics,19,2345.0,28568,22,9.0,19938.04
TXN10634,2025-04-16,1462,25.0,,South,Retail,11,5367.0,15213,11,4.0,8172.57
TXN10635,2023-10-29,1290,56.0,Male,East,Software,9,7718.0,29941,21,1.0,15935.39
TXN10636,2024-09-04,1243,57.0,Male,South,Healthcare,5,2250.0,36683,30,5.0,23428.1
TXN10637,2023-03-22,1031,62.0,Female, north ,Healthcare,18,,13858,31,8.0,2861.02
TXN10638,2025-12-29,1458,39.0,Female,North,Healthcare,4,287.0,25978,14,3.0,22054.08
TXN10639,2024-11-10,1098,53.0,Male,South,Healthcare,16,2536.0,39131,13,6.0,31507.97
TXN10640,2023-08-07,1238,44.0,Other,South,Software,19,3119.0,500,30,5.0,-2769.0
TXN10641,2023-12-19,1336,31.0,Male,North,Retail,12,7289.0,9649,13,8.0,1105.63
TXN10642,2025-03-26,1455,21.0,Female,East,Software,10,5895.0,25488,29,9.0,12201.48
TXN10643,2025-06-26,1355,27.0,Other,East,Finance,7,5693.0,4765,31,9.0,-2405.15
TXN10644,2025-05-15,1340,21.0,Male,East,Electronics,19,6096.0,49437,23,6.0,31970.49
TXN10645,2025-03-16,1483,60.0,Other,West,Electronics,4,4956.0,26207,34,7.0,12340.62
TXN10646,2023-11-07,1125,54.0,Male,,Healthcare,10,1517.0,24929,5,6.0,22165.55
TXN10647,2025-07-11,1342,63.0,Other, north ,Finance,6,4929.0,7947,9,5.0,2302.77
TXN10648,2025-09-07,1055,53.0,Other,South,Electronics,2,4885.0,49851,22,4.0,33998.78
TXN10649,2026-02-19,1320,54.0,Male,East,Healthcare,2,7734.0,5186,0,7.0,-2548.0
TXN10650,2025-04-30,1176,,male,North,Retail,19,9387.0,14171,25,10.0,1241.25
TXN10651,2023-04-23,1470,40.0,Male,South,Electronics,2,9859.0,15568,23,3.0,2128.36
TXN10652,2024-10-03,1377,,Male, north ,Electronics,8,584.0,1797,27,,727.81
TXN10653,2025-04-22,1111,60.0,Male,West,Software,18,8014.0,2358,30,9.0,-6363.4
TXN10654,2025-10-20,1466,51.0,Other,East,Electronics,11,7799.0,41573,37,10.0,18391.99
TXN10655,2023-07-22,1306,33.0,Female,South,Healthcare,4,8101.0,21907,16,10.0,10300.88
TXN10656,2024-07-14,1284,40.0,Other,South,Software,19,6721.0,5441,37,8.0,-3293.17
TXN10657,2025-10-23,1273,41.0,Female,East,Retail,11,8035.0,6583,5,7.0,-1781.15
TXN10658,2025-09-26,1127,48.0,Other,West,Finance,18,3036.0,15464,31,,7634.16
TXN10659,2023-06-09,1399,39.0,Other,North,Healthcare,5,5721.0,18946,21,5.0,9246.34
TXN10660,2024-03-09,1351,40.0,Female,South,Retail,8,2258.0,4530,29,10.0,958.3
TXN10661,2024-11-16,1291,38.0,Female,West,Software,8,9515.0,48392,31,2.0,23875.48
TXN10662,2025-01-31,1115,54.0,,West,Software,7,9642.0,19655,5,1.0,9030.25
TXN10663,2025-06-21,1497,53.0,Male,South,Electronics,18,1892.0,31965,14,8.0,25597.9
TXN10664,2024-10-24,1347,60.0,Male,,Healthcare,19,651.0,39694,22,4.0,30310.32
TXN10665,2025-07-02,1401,,Female,West,Software,18,9983.0,26351,33,7.0,7672.17
TXN10666,2024-06-27,1443,51.0,Female,South,electronics,2,4220.0,30394,21,1.0,19791.26
TXN10667,2025-10-18,1009,36.0,Other,North,Retail,9,5309.0,15244,18,5.0,7191.08
TXN10668,2023-11-11,1130,61.0,Male,,Electronics,18,7869.0,21847,16,2.0,10482.48
TXN10669,2024-02-27,1265,,Other,West,Finance,2,4335.0,33145,1,8.0,28478.55
TXN10670,2025-01-20,1450,39.0,Female,North,Healthcare,5,6094.0,5246,32,2.0,-2526.72
TXN10671,2024-01-20,1497,31.0,Male,East,Software,18,,49955,39,9.0,22419.55
TXN10672,2025-03-10,1284,32.0,Female,West,Healthcare,1,5696.0,33528,5,5.0,26155.6
TXN10673,2025-03-02,1070,61.0,Female,North,Retail,17,5976.0,1187,30,1.0,-5145.1
TXN10674,2025-10-28,1178,,Female, north ,Software,14,3088.0,21658,35,1.0,10989.7
TXN10675,2026-03-28,1181,53.0,Other,West,Healthcare,8,5228.0,7038,15,7.0,754.3
TXN10676,2024-04-28,1424,20.0,Male,East,Healthcare,16,3487.0,12329,25,1.0,5759.75
TXN10677,2023-09-08,1290,18.0,Female,East,Retail,4,,9782,17,6.0,7603.06
TXN10678,2025-08-02,1447,65.0,Other,South,Software,5,4999.0,28139,28,1.0,15261.08
TXN10679,2024-02-09,1449,28.0,Other,,Finance,1,8322.0,13175,12,3.0,3272.0
TXN10680,2023-07-12,1496,67.0,Other,East,Finance,13,9430.0,49460,7,4.0,36567.8
TXN10681,2025-04-07,1092,62.0,Male,East,Retail,9,8119.0,27384,36,3.0,9406.76
TXN10682,2023-07-18,1108,40.0,Male,West,Healthcare,18,1601.0,29146,18,10.0,22298.72
TXN10683,2023-06-12,1344,50.0,Female,North,Finance,17,8963.0,18711,25,3.0,5070.25
TXN10684,2024-08-12,1033,65.0,Male, north ,Software,18,960.0,1532,18,5.0,296.24
TXN10685,2024-01-01,1107,21.0,Other,West,Retail,11,1971.0,49703,19,7.0,38288.43
TXN10686,2025-11-18,1381,34.0,Other,West,Retail,17,,15542,39,7.0,3222.62
TXN10687,2025-10-14,1214,48.0,Male,North,Retail,19,6118.0,30234,11,8.0,20790.26
TXN10688,2023-10-31,1431,47.0,Female,East,Retail,9,9314.0,46321,6,9.0,34227.74
TXN10689,2023-05-29,1129,33.0,Male,East,Healthcare,3,1194.0,24579,10,6.0,20927.1
TXN10690,2025-09-09,1157,42.0,Male,North,Software,15,567.0,6239,5,3.0,5360.05
TXN10691,2023-03-29,1298,40.0,Male,West,Software,11,480.0,19154,3,5.0,18099.38
TXN10692,2024-06-10,1368,42.0,Female,North,Software,19,9520.0,7900,25,6.0,-3595.0
TXN10693,2026-03-15,1117,60.0,Female,North,Retail,9,1137.0,45273,10,8.0,39608.7
TXN10694,2023-05-16,1441,21.0,Female,South,Healthcare,11,2306.0,9107,30,,4068.9
TXN10695,2023-11-14,1454,62.0,Female,South,Finance,8,4934.0,31868,22,10.0,19923.04
TXN10696,2023-11-24,1482,26.0,Male,,Software,10,9539.0,42344,32,6.0,19254.92
TXN10697,2023-02-05,1162,62.0,Female,East,Retail,11,9918.0,42779,17,8.0,25588.57
TXN10698,2024-03-24,1294,63.0,Other,West,Electronics,12,7172.0,42420,14,3.0,29309.2
TXN10699,2024-02-10,1286,32.0,Other,,Finance,6,8987.0,14166,3,2.0,4754.02
TXN10700,2026-03-28,1183,66.0,Other,North,Healthcare,14,6962.0,3709,18,7.0,-3920.62
TXN10701,2026-01-02,1175,63.0,Male,North,Electronics,7,7320.0,39058,22,8.0,23145.24
TXN10702,2024-11-28,1045,50.0,Female,South,Finance,8,4420.0,42443,38,2.0,21894.66
TXN10703,2025-05-30,1409,62.0,Other,North,Healthcare,11,8708.0,8752,27,5.0,-2319.04
TXN10704,2023-05-18,1023,,Male,East,Finance,7,392.0,38405,21,8.0,29947.95
TXN10705,2024-10-03,1229,62.0,Other,West,Retail,15,3172.0,30741,28,2.0,18961.52
TXN10706,2025-07-05,1487,31.0,Male,West,Electronics,3,4842.0,33540,18,4.0,22660.8
TXN10707,2023-01-17,1313,34.0,Female,West,Electronics,15,8779.0,43676,38,5.0,18300.12
TXN10708,2024-10-17,1290,35.0,Female,East,Retail,10,5071.0,47825,11,1.0,37493.25
TXN10709,2024-05-09,1008,33.0,Female,North,Electronics,8,9272.0,47434,18,8.0,29623.88
TXN10710,2024-09-25,1189,,Female,North,Finance,2,2420.0,25353,20,8.0,17862.4
TXN10711,2025-11-25,1136,38.0,Male,West,Software,10,3180.0,27654,9,6.0,21985.14
TXN10712,2025-08-20,1114,54.0,Other,West,Software,3,3351.0,46351,28,9.0,30021.72
TXN10713,2025-11-09,1355,57.0,Female,North,Healthcare,3,7670.0,17049,14,5.0,6992.14
TXN10714,2025-12-29,1203,55.0,Female,East,Software,10,,37316,38,4.0,21171.92
TXN10715,2025-11-21,1180,44.0,Male,North,Healthcare,8,4312.0,27646,7,8.0,21398.78
TXN10716,2025-04-11,1313,37.0,Female,South,Finance,7,5186.0,11348,10,6.0,5027.2
TXN10717,2025-08-18,1299,69.0,Other,East,Finance,8,7745.0,30417,18,1.0,17196.94
TXN10718,2025-11-11,1113,29.0,male,North,Healthcare,12,4215.0,3604,5,3.0,-791.2
TXN10719,2023-01-02,1380,47.0,Male,East,Software,18,552.0,18108,0,6.0,17556.0
TXN10720,2023-06-13,1055,58.0,,East,Electronics,5,,12724,18,9.0,1704.68
TXN10721,2023-05-19,1394,37.0,Male,East,Electronics,17,9831.0,36150,12,2.0,21981.0
TXN10722,2024-09-26,1180,44.0,Female,North,Retail,15,1872.0,48501,3,5.0,45173.97
TXN10723,2025-10-27,1021,39.0,Female,West,Electronics,4,4172.0,19360,28,5.0,9767.2
TXN10724,2026-04-13,1409,64.0,Male,South,Healthcare,15,1803.0,14841,8,10.0,11850.72
TXN10725,2025-04-05,1488,63.0,Female,North,electronics,11,,33541,15,9.0,22158.85
TXN10726,2024-09-21,1439,42.0,Female,North,Finance,3,5582.0,23123,28,8.0,11066.56
TXN10727,2025-05-28,1056,49.0,Female,South,Electronics,15,1585.0,17733,32,9.0,10473.44
TXN10728,2024-06-03,1253,28.0,Male,,Software,19,6234.0,29885,3,10.0,22754.45
TXN10729,2023-11-16,1173,39.0,Male,East,Finance,12,1488.0,28988,11,9.0,24311.32
TXN10730,2023-08-10,1137,38.0,Other,North,Software,19,,25923,3,3.0,16461.31
TXN10731,2025-07-15,1352,55.0,Male,North,Electronics,12,3810.0,5347,22,2.0,360.66
TXN10732,2023-04-17,1331,33.0,Other,East,Electronics,17,3842.0,39061,36,,21157.04
TXN10733,2026-04-12,1314,36.0,Female,East,Electronics,8,809.0,43414,28,8.0,30449.08
TXN10734,2025-12-04,1170,35.0,Female,North,Software,19,6984.0,24861,27,7.0,11164.53
TXN10735,2024-12-13,1166,33.0,Male,West,Healthcare,9,2057.0,41124,28,7.0,27552.28
TXN10736,2025-08-10,1224,47.0,Male,East,Finance,5,1675.0,5484,24,,2492.84
TXN10737,2024-06-27,1424,26.0,Female,East,Retail,10,,28425,20,6.0,17099.0
TXN10738,2025-05-24,1074,42.0,Male,North,Electronics,2,3501.0,16156,8,2.0,11362.52
TXN10739,2023-03-30,1095,45.0,Other,North,Finance,15,2973.0,47102,14,8.0,37534.72
TXN10740,2024-07-23,1393,20.0,Other,South,Software,9,2523.0,14629,32,8.0,7424.72
TXN10741,2025-09-22,1202,23.0,Other,South,Electronics,17,616.0,4383,29,,2495.93
TXN10742,2023-12-02,1132,26.0,Male,East,Software,12,,39980,34,9.0,17651.8
TXN10743,2026-01-03,1022,33.0,Other,South,Software,18,5562.0,8836,33,5.0,358.12
TXN10744,2023-08-23,1468,31.0,Female,West,Retail,13,8421.0,5520,17,8.0,-3839.4
TXN10745,2023-11-01,1489,56.0,Male,West,Software,6,6709.0,19098,22,8.0,8187.44
TXN10746,2024-04-20,1081,40.0,Male,East,Electronics,17,2112.0,35895,21,,26245.05
TXN10747,2023-02-19,1344,57.0,Other, north ,Finance,9,7636.0,30307,34,10.0,12366.62
TXN10748,2025-11-19,1467,64.0,Male,South,Software,15,827.0,32975,34,3.0,20936.5
TXN10749,2025-10-29,1285,66.0,Female,North,Finance,17,3465.0,16918,25,10.0,9223.5
TXN10750,2025-09-30,1049,23.0,Female,West,Electronics,17,7552.0,35570,2,4.0,27306.6
TXN10751,2024-03-12,1488,25.0,Other,,Retail,1,7553.0,41807,29,4.0,22129.97
TXN10752,2025-10-01,1041,48.0,Other, north ,Software,12,2738.0,43862,31,3.0,27526.78
TXN10753,2025-05-01,1252,42.0,Other,North,Healthcare,10,9092.0,4970,15,10.0,-4867.5
TXN10754,2025-08-21,1076,36.0,Other,North,Healthcare,1,3885.0,17266,14,6.0,10963.76
TXN10755,2023-08-19,1087,30.0,Male,North,Retail,3,454.0,23012,9,,20486.92
TXN10756,2025-12-09,1300,57.0,male,South,Electronics,8,9968.0,2765,27,1.0,-7949.55
TXN10757,2024-05-12,1162,32.0,Female,East,Software,9,8872.0,9638,38,4.0,-2896.44
TXN10758,2024-02-23,1040,68.0,Male,East,Healthcare,5,7721.0,38075,28,2.0,19693.0
TXN10759,2024-09-16,1424,37.0,Other, north ,Electronics,17,7252.0,11562,38,,-83.56
TXN10760,2024-12-10,1406,19.0,Female,North,Retail,17,6580.0,2895,20,10.0,-4264.0
TXN10761,2023-03-22,1134,25.0,Female,,Finance,12,5170.0,20056,32,,8468.08
TXN10762,2024-11-06,1412,52.0,Female,North,Software,11,5266.0,36896,29,10.0,20930.16
TXN10763,2024-06-22,1149,25.0,Other,North,Electronics,2,2691.0,43315,28,5.0,28495.8
TXN10764,2024-03-05,1377,36.0,Male,North,Healthcare,15,694.0,25824,32,6.0,16866.32
TXN10765,2025-02-24,1130,19.0,Other, north ,Software,17,4760.0,29989,34,8.0,15032.74
TXN10766,2024-02-29,1210,52.0,Male,West,Finance,7,5815.0,42796,28,7.0,24998.12
TXN10767,2026-01-14,1447,56.0,Male,West,Healthcare,6,1270.0,826,18,4.0,-592.68
TXN10768,2024-12-09,1388,60.0,Other,West,Software,12,,47454,38,1.0,27988.48
TXN10769,2024-12-04,1023,66.0,Other,South,Finance,6,6222.0,22301,39,,7381.61
TXN10770,2025-02-10,1264,,Male,West,Healthcare,12,3083.0,14393,2,3.0,11022.14
TXN10771,2024-10-08,1252,37.0,Male,,Retail,7,4022.0,34975,31,4.0,20110.75
TXN10772,2023-03-28,1461,24.0,Male,South,Finance,8,6884.0,42987,16,7.0,29225.08
TXN10773,2024-08-12,1029,64.0,Female,South,Healthcare,7,,15919,32,10.0,6972.92
TXN10774,2025-05-01,1154,39.0,Female,South,Finance,3,4425.0,47158,12,10.0,37074.04
TXN10775,2023-04-13,1334,45.0,Other,West,Software,8,,25558,31,5.0,12477.02
TXN10776,2023-02-27,1044,68.0,,South,Retail,8,1044.0,47245,1,8.0,45728.55
TXN10777,2023-07-28,1037,62.0,Other,South,Healthcare,5,7601.0,45609,22,5.0,27974.02
TXN10778,2025-11-26,1102,58.0,Female,North,Software,18,8585.0,22860,38,10.0,5588.2
TXN10779,2026-01-04,1411,29.0,Female,East,Healthcare,12,6490.0,27419,34,,11606.54
TXN10780,2023-07-31,1466,25.0,Male,West,Healthcare,12,4528.0,32765,13,,23977.55
TXN10781,2025-05-16,1243,48.0,Male,South,Healthcare,18,7478.0,8285,14,9.0,-352.9
TXN10782,2024-03-20,1456,24.0,Other,East,Electronics,5,7799.0,5011,0,1.0,-2788.0
TXN10783,2023-05-12,1045,19.0,Male,South,Software,6,6570.0,49371,29,1.0,28483.41
TXN10784,2024-05-24,1140,50.0,Male,West,Finance,14,1422.0,27519,24,5.0,19492.44
TXN10785,2024-10-27,1082,36.0,Female,East,Finance,16,5210.0,1974,27,8.0,-3768.98
TXN10786,2024-04-21,1173,67.0,Other,West,Finance,9,4456.0,41959,6,10.0,34985.46
TXN10787,2024-10-04,1003,42.0,Other,East,Electronics,5,,14806,18,3.0,7284.92
TXN10788,2024-11-04,1467,61.0,Other,East,Healthcare,8,5277.0,10539,4,7.0,4840.44
TXN10789,2023-04-16,1079,28.0,Other,North,Healthcare,13,9788.0,1785,4,8.0,-8074.4
TXN10790,2023-04-18,1438,59.0,Female, north ,Finance,11,7502.0,10719,15,8.0,1609.15
TXN10791,2025-04-11,1180,53.0,Other,East,Electronics,1,3256.0,23738,18,9.0,16209.16
TXN10792,2025-11-15,1017,25.0,Female,West,Retail,19,279.0,9949,4,9.0,9272.04
TXN10793,2023-09-02,1123,28.0,Female,South,Finance,7,,26193,34,2.0,12167.38
TXN10794,2025-03-20,1064,37.0,Female,North,Retail,14,8679.0,22961,14,10.0,11067.46
TXN10795,2024-01-27,1367,33.0,Other,North,Healthcare,3,1862.0,7890,4,,5712.4
TXN10796,2023-03-03,1095,33.0,Other,South,Healthcare,10,8339.0,25226,16,4.0,12850.84
TXN10797,2023-03-16,1327,27.0,Other,East,Electronics,11,3309.0,47236,39,10.0,25504.96
TXN10798,2024-07-24,1087,54.0,Female,East,Retail,4,4704.0,17948,22,2.0,9295.44
TXN10799,2025-06-13,1174,67.0,Other,West,Software,14,8364.0,40822,27,9.0,21436.06
TXN10800,2024-08-21,1218,25.0,Female,North,Software,19,1880.0,20951,24,6.0,14042.76
TXN10801,2023-12-09,1233,51.0,Male,North,Finance,14,4540.0,23731,8,3.0,17292.52
TXN10802,2024-08-30,1349,58.0,Female,West,Healthcare,17,8662.0,25361,30,8.0,9090.7
TXN10803,2025-08-22,1491,44.0,Male, north ,Healthcare,12,5741.0,15332,30,3.0,4991.4
TXN10804,2024-07-02,1102,65.0,Other,South,Electronics,15,3569.0,38883,28,5.0,24426.76
TXN10805,2023-09-29,1438,60.0,Other,,Software,13,8490.0,48879,30,7.0,25725.3
TXN10806,2023-07-28,1355,37.0,Female,North,Electronics,17,,21753,31,10.0,12481.57
TXN10807,2026-04-12,1392,54.0,Other,East,Healthcare,14,8255.0,9372,22,2.0,-944.84
TXN10808,2024-06-17,1330,65.0,Female,North,Healthcare,1,,26144,38,2.0,8277.28
TXN10809,2024-10-23,1403,55.0,Other,South,Retail,15,1455.0,45749,1,8.0,43836.51
TXN10810,2025-11-19,1130,62.0,Female,East,Retail,11,4960.0,34058,9,6.0,26032.78
TXN10811,2024-05-31,1062,39.0,Other,East,Finance,4,1820.0,10338,37,7.0,4692.94
TXN10812,2024-01-02,1370,20.0,Other,West,Healthcare,18,,26269,9,1.0,20435.79
TXN10813,2023-05-30,1119,44.0,Male,South,Electronics,2,5555.0,47233,33,6.0,26091.11
TXN10814,2023-11-13,1045,64.0,Other,North,Healthcare,10,4292.0,49409,6,7.0,42152.46
TXN10815,2025-03-24,1018,24.0,,South,Software,15,3807.0,11020,5,2.0,6662.0
TXN10816,2023-02-19,1342,56.0,Male,East,electronics,9,7598.0,17575,1,7.0,9801.25
TXN10817,2025-07-05,1308,55.0,Other,East,Software,14,6469.0,46969,37,3.0,23121.47
TXN10818,2025-04-26,1172,29.0,Other, north ,Finance,17,2316.0,33432,3,6.0,30113.04
TXN10819,2023-11-19,1441,50.0,male,East,Retail,13,1857.0,37463,0,1.0,35606.0
TXN10820,2023-02-17,1497,29.0,Male,North,Electronics,2,4808.0,10768,27,8.0,3052.64
TXN10821,2024-06-04,1096,44.0,Other,South,Retail,15,1156.0,11344,19,8.0,8032.64
TXN10822,2024-08-06,1435,54.0,Other,North,electronics,13,901.0,46686,23,7.0,35047.22
TXN10823,2024-06-18,1223,,Female,West,Finance,8,2072.0,3545,27,10.0,515.85
TXN10824,2026-04-05,1484,29.0,Other,West,Electronics,12,4520.0,33512,19,,22624.72
TXN10825,2025-02-20,1279,64.0,Female,South,Healthcare,4,9926.0,35574,16,1.0,19956.16
TXN10826,2025-02-20,1020,57.0,male,West,electronics,17,4923.0,26007,35,5.0,11981.55
TXN10827,2024-02-13,1281,35.0,Male,,Software,4,1405.0,20883,38,7.0,11542.46
TXN10828,2025-02-21,1387,34.0,Male,West,Software,14,,41325,18,6.0,25301.5
TXN10829,2026-01-09,1460,66.0,Female,South,Retail,2,3035.0,1140,37,9.0,-2316.8
TXN10830,2023-01-07,1195,40.0,Male,East,Retail,12,305.0,33370,32,2.0,22386.6
TXN10831,2023-11-03,1071,,Other,South,Electronics,2,4756.0,21104,0,2.0,16348.0
TXN10832,2023-02-08,1299,49.0,Other,West,Healthcare,15,,5864,15,6.0,-1896.6
TXN10833,2024-10-06,1475,,Male,East,Finance,7,4515.0,45633,34,1.0,25602.78
TXN10834,2025-03-26,1062,39.0,Female,East,Finance,12,6316.0,857,20,7.0,-5630.4
TXN10835,2024-05-09,1336,21.0,Male,East,Retail,19,3520.0,29554,22,5.0,19532.12
TXN10836,2026-02-01,1203,20.0,Male,North,Electronics,17,8787.0,42469,38,7.0,17543.78
TXN10837,2023-02-26,1031,22.0,Male,East,Retail,1,7711.0,44273,8,,33020.16
TXN10838,2025-12-02,1016,42.0,Male,South,Retail,9,5106.0,8295,26,1.0,1032.3
TXN10839,2023-07-15,1294,39.0,Male,North,Healthcare,11,7434.0,29040,19,1.0,16088.4
